x	y	clickSelects	showSelected1
24.3	-1.46666666666668	1997.08493150685	24-2
21.5	-0.449999999999989	1997.08493150685	24-20
20.1	-0.300000000000011	1997.08493150685	24-21
18.6	-0.150000000000006	1997.08493150685	24-22
16.7	-0.766666666666652	1997.08493150685	24-23
14.7	-1.56666666666666	1997.08493150685	24-24
22.9	-1.60000000000001	1997.08493150685	24-3
20.5	-0.333333333333314	1997.08493150685	24-4
19.6	-0.366666666666674	1997.08493150685	24-5
19.6	-0.683333333333355	1997.08493150685	24-6
21	0.633333333333344	1997.08493150685	24-7
20.5	-0.0999999999999837	1997.08493150685	24-8
21.5	-0.283333333333321	1997.08493150685	24-9
23.8	-0.183333333333348	1997.08493150685	3-1
24.3	-1.25000000000002	1997.08493150685	3-10
24.7	-1.2	1997.08493150685	3-11
26.1	-0.416666666666686	1997.08493150685	3-12
26.1	-0.666666666666675	1997.08493150685	3-13
26.5	-0.316666666666645	1997.08493150685	3-14
25.2	-0.716666666666658	1997.08493150685	3-15
24.3	-1.26666666666669	1997.08493150685	3-16
22.9	-1.53333333333332	1997.08493150685	3-17
21.5	-1.78333333333331	1997.08493150685	3-18
20.1	-1.95000000000002	1997.08493150685	3-19
23.4	-0.433333333333326	1997.08493150685	3-2
16.2	-1.93333333333333	1997.08493150685	3-20
16.7	-1.76666666666665	1997.08493150685	3-21
10.6	-2.31666666666668	1997.08493150685	3-22
5.79999999999996	-1.63333333333335	1997.08493150685	3-23
1.89999999999998	-2.78333333333333	1997.08493150685	3-24
23.4	-0.416666666666657	1997.08493150685	3-3
23.4	-0.799999999999994	1997.08493150685	3-4
23.8	-1.06666666666668	1997.08493150685	3-5
24.3	-0.883333333333344	1997.08493150685	3-6
24.3	-1.26666666666667	1997.08493150685	3-7
23.8	-1.60000000000001	1997.08493150685	3-8
23.4	-1.61666666666666	1997.08493150685	3-9
23.4	-0.0333333333333208	1997.08493150685	4-1
23.8	-1.66666666666669	1997.08493150685	4-10
24.7	-1.53333333333332	1997.08493150685	4-11
26.1	-0.350000000000012	1997.08493150685	4-12
26.1	-0.816666666666674	1997.08493150685	4-13
26.5	-0.46666666666664	1997.08493150685	4-14
25.6	-0.916666666666668	1997.08493150685	4-15
25.2	-1.39999999999999	1997.08493150685	4-16
22.9	-1.9	1997.08493150685	4-17
21.9	-1.60000000000001	1997.08493150685	4-18
15.2	-2.26666666666666	1997.08493150685	4-19
22.9	-0.599999999999994	1997.08493150685	4-2
16.2	-1.93333333333333	1997.08493150685	4-20
10.1	-3.86666666666667	1997.08493150685	4-21
9.59999999999997	-2.38333333333335	1997.08493150685	4-22
3.59999999999997	-4.06666666666669	1997.08493150685	4-23
-1.60000000000002	-2.98333333333333	1997.08493150685	4-24
22.9	-0.616666666666664	1997.08493150685	4-3
23.4	-0.649999999999995	1997.08493150685	4-4
23.4	-1.09999999999998	1997.08493150685	4-5
24.3	-0.733333333333338	1997.08493150685	4-6
23.8	-1.50000000000001	1997.08493150685	4-7
23.8	-1.50000000000001	1997.08493150685	4-8
23.8	-1.58333333333335	1997.08493150685	4-9
23.4	0.733333333333331	1997.08493150685	5-1
25.2	-0.299999999999994	1997.08493150685	5-10
25.6	-0.600000000000005	1997.08493150685	5-11
26.5	0.200000000000017	1997.08493150685	5-12
26.5	0.050000000000022	1997.08493150685	5-13
27	-0.0499999999999723	1997.08493150685	5-14
27	-0.149999999999977	1997.08493150685	5-15
26.5	-0.316666666666645	1997.08493150685	5-16
23.8	-0.76666666666668	1997.08493150685	5-17
19.6	-0.750000000000011	1997.08493150685	5-18
15.2	-2.26666666666666	1997.08493150685	5-19
23.4	0.583333333333332	1997.08493150685	5-2
13.2	-3.44999999999999	1997.08493150685	5-20
12.7	-3.11666666666665	1997.08493150685	5-21
9.59999999999997	-3.73333333333335	1997.08493150685	5-22
4.19999999999999	-4.63333333333332	1997.08493150685	5-23
-0.400000000000034	-5.08333333333333	1997.08493150685	5-24
23.4	0.533333333333342	1997.08493150685	5-3
23.8	0.199999999999989	1997.08493150685	5-4
23.8	-0.100000000000023	1997.08493150685	5-5
24.3	-0.350000000000005	1997.08493150685	5-6
24.3	-0.800000000000022	1997.08493150685	5-7
24.3	-0.950000000000017	1997.08493150685	5-8
24.3	-1.03333333333335	1997.08493150685	5-9
22.9	0.483333333333331	1997.08493150685	6-1
25.2	-0.433333333333326	1997.08493150685	6-10
25.6	-0.550000000000011	1997.08493150685	6-11
26.5	-0.0999999999999766	1997.08493150685	6-12
26.1	-0.350000000000012	1997.08493150685	6-13
27.4	0.133333333333336	1997.08493150685	6-14
27.4	-0.0833333333333322	1997.08493150685	6-15
26.5	-0.0833333333333144	1997.08493150685	6-16
24.3	0.0999999999999837	1997.08493150685	6-17
17.6	-1.16666666666667	1997.08493150685	6-18
14.7	-2.44999999999999	1997.08493150685	6-19
23.4	0.883333333333326	1997.08493150685	6-2
15.7	-2.81666666666665	1997.08493150685	6-20
13.7	-3.84999999999998	1997.08493150685	6-21
10.1	-3.65000000000001	1997.08493150685	6-22
8	-3.36666666666665	1997.08493150685	6-23
3	-4.59999999999998	1997.08493150685	6-24
23.4	0.75	1997.08493150685	6-3
23.4	0.0333333333333421	1997.08493150685	6-4
23.8	-0.400000000000016	1997.08493150685	6-5
24.3	-0.450000000000006	1997.08493150685	6-6
24.3	-0.966666666666686	1997.08493150685	6-7
24.3	-1.10000000000001	1997.08493150685	6-8
24.3	-0.866666666666674	1997.08493150685	6-9
22.9	0.733333333333331	1997.08493150685	7-1
25.2	-0.499999999999982	1997.08493150685	7-10
25.6	-0.683333333333348	1997.08493150685	7-11
26.1	-0.433333333333337	1997.08493150685	7-12
26.1	-0.350000000000012	1997.08493150685	7-13
27.4	0.216666666666669	1997.08493150685	7-14
28.3	0.349999999999966	1997.08493150685	7-15
25.6	0.799999999999994	1997.08493150685	7-16
22.9	1.09999999999998	1997.08493150685	7-17
21	-0.383333333333326	1997.08493150685	7-18
17.1	-2.60000000000001	1997.08493150685	7-19
22.9	0.716666666666658	1997.08493150685	7-2
19.1	-2.05000000000001	1997.08493150685	7-20
16.2	-1.61666666666666	1997.08493150685	7-21
11.6	-2.63333333333335	1997.08493150685	7-22
8.5	-3.11666666666665	1997.08493150685	7-23
3.59999999999997	-4.33333333333334	1997.08493150685	7-24
22.9	0.316666666666663	1997.08493150685	7-3
23.4	0.116666666666674	1997.08493150685	7-4
23.8	-0.233333333333349	1997.08493150685	7-5
24.3	-0.116666666666674	1997.08493150685	7-6
24.7	-0.333333333333325	1997.08493150685	7-7
24.3	-1.08333333333335	1997.08493150685	7-8
24.3	-0.950000000000017	1997.08493150685	7-9
22.4	0.549999999999994	1997.08493150685	8-1
25.6	-0.383333333333336	1997.08493150685	8-10
26.1	-0.216666666666669	1997.08493150685	8-11
26.5	0.050000000000022	1997.08493150685	8-12
26.1	-0.283333333333349	1997.08493150685	8-13
27	0.166666666666686	1997.08493150685	8-14
27.4	0.0499999999999936	1997.08493150685	8-15
23.8	-0.233333333333349	1997.08493150685	8-16
21.9	-0.416666666666668	1997.08493150685	8-17
22.4	-0.850000000000005	1997.08493150685	8-18
21	-0.933333333333319	1997.08493150685	8-19
22.9	0.799999999999994	1997.08493150685	8-2
20.1	-0.900000000000016	1997.08493150685	8-20
15.7	-1.19999999999999	1997.08493150685	8-21
12.7	-0.816666666666663	1997.08493150685	8-22
8.5	-3.11666666666665	1997.08493150685	8-23
3.59999999999997	-4.33333333333334	1997.08493150685	8-24
22.9	0.549999999999994	1997.08493150685	8-3
23.4	0.350000000000005	1997.08493150685	8-4
23.8	-0.100000000000012	1997.08493150685	8-5
24.7	-0.0999999999999766	1997.08493150685	8-6
24.7	-0.466666666666651	1997.08493150685	8-7
24.7	-0.983333333333331	1997.08493150685	8-8
24.3	-1.11666666666668	1997.08493150685	8-9
22.4	0.933333333333326	1997.08493150685	9-1
25.6	-0.383333333333336	1997.08493150685	9-10
27	0.783333333333349	1997.08493150685	9-11
26.5	0.133333333333354	1997.08493150685	9-12
26.1	-0.0666666666666735	1997.08493150685	9-13
27.4	0.216666666666658	1997.08493150685	9-14
27	-0.283333333333314	1997.08493150685	9-15
22.4	0.466666666666658	1997.08493150685	9-16
23.4	-0.366666666666664	1997.08493150685	9-17
24.3	0.249999999999982	1997.08493150685	9-18
22.4	-0.0166666666666693	1997.08493150685	9-19
22.4	0.783333333333331	1997.08493150685	9-2
21	-0.399999999999988	1997.08493150685	9-20
17.1	-0.75	1997.08493150685	9-21
12.7	-0.816666666666663	1997.08493150685	9-22
9.59999999999997	-1.51666666666668	1997.08493150685	9-23
4.19999999999999	-3.76666666666665	1997.08493150685	9-24
22.4	0.383333333333326	1997.08493150685	9-3
23.4	0.350000000000005	1997.08493150685	9-4
24.3	0.316666666666652	1997.08493150685	9-5
24.7	-0.23333333333332	1997.08493150685	9-6
25.2	0.0333333333333421	1997.08493150685	9-7
24.7	-1.08333333333333	1997.08493150685	9-8
24.7	-0.699999999999989	1997.08493150685	9-9
26.5	1.25000000000001	1997.16164383562	1-1
27	0.983333333333359	1997.16164383562	1-10
27.9	1.38333333333334	1997.16164383562	1-11
27.9	1	1997.16164383562	1-12
27	0.166666666666686	1997.16164383562	1-13
27	0.400000000000016	1997.16164383562	1-14
27.4	1.55	1997.16164383562	1-15
26.1	1.29999999999999	1997.16164383562	1-16
24.3	0.48333333333332	1997.16164383562	1-17
21.5	-0.0499999999999723	1997.16164383562	1-18
19.6	-0.283333333333342	1997.16164383562	1-19
25.6	0.799999999999994	1997.16164383562	1-2
21	0.500000000000018	1997.16164383562	1-20
21.5	0.566666666666681	1997.16164383562	1-21
22.9	1.81666666666665	1997.16164383562	1-22
21	2.23333333333336	1997.16164383562	1-23
14.7	1.86666666666667	1997.16164383562	1-24
25.6	0.583333333333325	1997.16164383562	1-3
25.6	0.133333333333315	1997.16164383562	1-4
26.1	0.166666666666657	1997.16164383562	1-5
25.6	-0.466666666666679	1997.16164383562	1-6
27	0.250000000000018	1997.16164383562	1-7
27	0.333333333333343	1997.16164383562	1-8
26.1	0.166666666666657	1997.16164383562	1-9
21	0.0666666666666806	1997.16164383562	10-1
24.7	-1.86666666666666	1997.16164383562	10-10
25.6	-1.73333333333336	1997.16164383562	10-11
25.6	-1.66666666666669	1997.16164383562	10-12
24.7	-2.11666666666666	1997.16164383562	10-13
27	-0.699999999999989	1997.16164383562	10-14
26.1	-0.883333333333344	1997.16164383562	10-15
22.4	-1.56666666666665	1997.16164383562	10-16
24.7	-1.29999999999998	1997.16164383562	10-17
24.7	-0.466666666666658	1997.16164383562	10-18
22.9	-0.549999999999994	1997.16164383562	10-19
21.5	0.100000000000012	1997.16164383562	10-2
21.9	-0.816666666666663	1997.16164383562	10-20
19.1	-0.400000000000006	1997.16164383562	10-21
16.2	0.600000000000003	1997.16164383562	10-22
14.2	0.700000000000008	1997.16164383562	10-23
12.7	1.75	1997.16164383562	10-24
21.9	-0.450000000000006	1997.16164383562	10-3
22.9	-0.683333333333337	1997.16164383562	10-4
24.3	-0.583333333333354	1997.16164383562	10-5
24.3	-1.56666666666668	1997.16164383562	10-6
24.3	-1.70000000000002	1997.16164383562	10-7
24.7	-1.88333333333332	1997.16164383562	10-8
24.3	-1.48333333333336	1997.16164383562	10-9
21	0.0666666666666806	1997.16164383562	11-1
25.6	-1.21666666666668	1997.16164383562	11-10
26.5	-1.49999999999998	1997.16164383562	11-11
26.5	-1.63333333333331	1997.16164383562	11-12
24.7	-2.11666666666666	1997.16164383562	11-13
25.2	-1.69999999999999	1997.16164383562	11-14
25.6	-0.750000000000011	1997.16164383562	11-15
22.4	-1.56666666666665	1997.16164383562	11-16
23.8	-1.00000000000002	1997.16164383562	11-17
24.7	-0.466666666666658	1997.16164383562	11-18
23.4	-0.800000000000001	1997.16164383562	11-19
21.5	0.250000000000018	1997.16164383562	11-2
21.9	-2.06666666666666	1997.16164383562	11-20
19.1	-0.400000000000006	1997.16164383562	11-21
16.2	1.08333333333333	1997.16164383562	11-22
14.7	1.61666666666667	1997.16164383562	11-23
11.6	1.11666666666665	1997.16164383562	11-24
21.9	-0.450000000000006	1997.16164383562	11-3
23.4	-0.333333333333332	1997.16164383562	11-4
24.3	-0.800000000000011	1997.16164383562	11-5
24.3	-1.56666666666668	1997.16164383562	11-6
23.8	-2.35000000000002	1997.16164383562	11-7
24.7	-1.98333333333332	1997.16164383562	11-8
24.3	-1.93333333333336	1997.16164383562	11-9
20.5	0.050000000000022	1997.16164383562	12-1
25.6	-0.850000000000012	1997.16164383562	12-10
27	-1.18333333333332	1997.16164383562	12-11
28.3	-0.750000000000018	1997.16164383562	12-12
27.4	-0.600000000000005	1997.16164383562	12-13
27	-0.183333333333309	1997.16164383562	12-14
24.7	-0.483333333333331	1997.16164383562	12-15
24.7	-1.04999999999999	1997.16164383562	12-16
25.2	-1.18333333333333	1997.16164383562	12-17
23.8	-0.916666666666686	1997.16164383562	12-18
24.7	-0.383333333333315	1997.16164383562	12-19
21.5	0.416666666666675	1997.16164383562	12-2
22.9	-0.983333333333331	1997.16164383562	12-20
20.1	-0.533333333333342	1997.16164383562	12-21
17.1	1.66666666666665	1997.16164383562	12-22
15.2	2.45000000000001	1997.16164383562	12-23
10.6	0.816666666666663	1997.16164383562	12-24
22.4	0.0666666666666629	1997.16164383562	12-3
22.9	-0.766666666666662	1997.16164383562	12-4
24.3	-1.10000000000002	1997.16164383562	12-5
24.7	-1.29999999999999	1997.16164383562	12-6
25.2	-0.949999999999989	1997.16164383562	12-7
24.7	-1.81666666666665	1997.16164383562	12-8
24.3	-1.70000000000003	1997.16164383562	12-9
20.1	0.183333333333326	1997.16164383562	13-1
24.7	-1.3	1997.16164383562	13-10
27.4	-0.149999999999995	1997.16164383562	13-11
29.2	-0.516666666666652	1997.16164383562	13-12
27.4	-0.633333333333336	1997.16164383562	13-13
25.2	-0.799999999999994	1997.16164383562	13-14
22.9	-1.73333333333333	1997.16164383562	13-15
24.7	-1.14999999999999	1997.16164383562	13-16
25.2	-1.24999999999999	1997.16164383562	13-17
24.7	-0.549999999999994	1997.16164383562	13-18
23.8	-0.233333333333338	1997.16164383562	13-19
21	0.250000000000011	1997.16164383562	13-2
22.9	-0.983333333333331	1997.16164383562	13-20
19.6	0.349999999999994	1997.16164383562	13-21
17.1	1.66666666666665	1997.16164383562	13-22
15.7	2.61666666666667	1997.16164383562	13-23
10.6	1.25	1997.16164383562	13-24
22.9	0.549999999999994	1997.16164383562	13-3
23.4	-0.883333333333336	1997.16164383562	13-4
24.3	-0.950000000000017	1997.16164383562	13-5
24.7	-0.699999999999999	1997.16164383562	13-6
24.7	-0.916666666666657	1997.16164383562	13-7
24.3	-1.16666666666669	1997.16164383562	13-8
24.3	-1.31666666666669	1997.16164383562	13-9
20.5	0.683333333333355	1997.16164383562	14-1
24.7	-0.783333333333321	1997.16164383562	14-10
26.1	-0.266666666666669	1997.16164383562	14-11
27.9	-0.550000000000001	1997.16164383562	14-12
25.6	-0.0166666666666799	1997.16164383562	14-13
25.2	-1.39999999999999	1997.16164383562	14-14
25.2	-1.61666666666665	1997.16164383562	14-15
25.2	-1.39999999999999	1997.16164383562	14-16
24.7	-1.59999999999999	1997.16164383562	14-17
24.7	-0.616666666666657	1997.16164383562	14-18
23.8	-0.0166666666666693	1997.16164383562	14-19
21.5	0.483333333333349	1997.16164383562	14-2
22.4	1.4	1997.16164383562	14-20
20.5	1.10000000000002	1997.16164383562	14-21
19.6	0.666666666666668	1997.16164383562	14-22
15.7	2.61666666666667	1997.16164383562	14-23
10.6	1.25	1997.16164383562	14-24
22.4	-0.0833333333333322	1997.16164383562	14-3
23.4	-0.799999999999994	1997.16164383562	14-4
24.3	-0.0666666666666913	1997.16164383562	14-5
24.3	-0.566666666666681	1997.16164383562	14-6
23.8	-1.77635683940025e-14	1997.16164383562	14-7
24.7	0.666666666666675	1997.16164383562	14-8
23.4	-0.100000000000005	1997.16164383562	14-9
20.5	0.683333333333355	1997.16164383562	15-1
18.6	-0.166666666666668	1997.16164383562	15-10
24.3	-0.350000000000023	1997.16164383562	15-11
25.2	-0.499999999999989	1997.16164383562	15-12
24.7	-0.916666666666657	1997.16164383562	15-13
24.7	-1.46666666666667	1997.16164383562	15-14
24.7	-1.59999999999999	1997.16164383562	15-15
25.2	-1.41666666666666	1997.16164383562	15-16
24.7	-1.13333333333333	1997.16164383562	15-17
24.3	-0.733333333333349	1997.16164383562	15-18
23.8	0.183333333333319	1997.16164383562	15-19
21.9	0.183333333333326	1997.16164383562	15-2
23.4	0.416666666666668	1997.16164383562	15-20
23.4	0.583333333333332	1997.16164383562	15-21
22.4	0.299999999999994	1997.16164383562	15-22
16.2	2.18333333333334	1997.16164383562	15-23
12.1	1.36666666666665	1997.16164383562	15-24
22.4	-0.233333333333331	1997.16164383562	15-3
22.9	-0.283333333333331	1997.16164383562	15-4
22.4	0.983333333333331	1997.16164383562	15-5
22.4	-0.166666666666675	1997.16164383562	15-6
22.9	3.90000000000001	1997.16164383562	15-7
15.2	1.85	1997.16164383562	15-8
14.2	0.0833333333333339	1997.16164383562	15-9
21.5	1.21666666666669	1997.16164383562	16-1
16.2	-1.09999999999998	1997.16164383562	16-10
17.6	0.533333333333321	1997.16164383562	16-11
20.5	0.283333333333349	1997.16164383562	16-12
23.4	-0.483333333333338	1997.16164383562	16-13
25.6	-0.783333333333349	1997.16164383562	16-14
24.7	-1.36666666666666	1997.16164383562	16-15
24.7	-1.51666666666666	1997.16164383562	16-16
24.3	-1.56666666666669	1997.16164383562	16-17
24.3	-0.650000000000023	1997.16164383562	16-18
23.4	-0.283333333333331	1997.16164383562	16-19
21.9	-0.0500000000000114	1997.16164383562	16-2
22.4	-0.25	1997.16164383562	16-20
21.5	0.0333333333333421	1997.16164383562	16-21
22.4	0.299999999999994	1997.16164383562	16-22
20.1	0.0999999999999943	1997.16164383562	16-23
13.2	0.28333333333334	1997.16164383562	16-24
22.4	0	1997.16164383562	16-3
21.5	1.06666666666668	1997.16164383562	16-4
10.6	0.71666666666666	1997.16164383562	16-5
16.2	2.71666666666668	1997.16164383562	16-6
16.7	-0.199999999999989	1997.16164383562	16-7
18.6	-1.05000000000001	1997.16164383562	16-8
18.6	-1.20000000000002	1997.16164383562	16-9
21	-0.083333333333325	1997.16164383562	17-1
22.9	0.866666666666657	1997.16164383562	17-10
19.6	-0.683333333333348	1997.16164383562	17-11
20.1	0.666666666666668	1997.16164383562	17-12
26.5	1.10000000000001	1997.16164383562	17-13
25.2	-0.566666666666663	1997.16164383562	17-14
24.3	-1.48333333333335	1997.16164383562	17-15
25.2	-1.09999999999999	1997.16164383562	17-16
24.3	-0.950000000000028	1997.16164383562	17-17
23.8	-1.00000000000002	1997.16164383562	17-18
23.4	-0.283333333333331	1997.16164383562	17-19
22.4	0.299999999999994	1997.16164383562	17-2
21.9	-0.433333333333337	1997.16164383562	17-20
21	0.383333333333344	1997.16164383562	17-21
21	0.600000000000023	1997.16164383562	17-22
20.1	-0.0666666666666735	1997.16164383562	17-23
20.1	0.183333333333326	1997.16164383562	17-24
21.9	0.0166666666666515	1997.16164383562	17-3
11.6	3.01666666666665	1997.16164383562	17-4
14.7	-1.73333333333333	1997.16164383562	17-5
17.6	-0.833333333333343	1997.16164383562	17-6
19.1	-1.58333333333335	1997.16164383562	17-7
20.5	-0.566666666666645	1997.16164383562	17-8
21.9	0.349999999999994	1997.16164383562	17-9
22.4	0.149999999999995	1997.16164383562	18-1
22.4	0.466666666666658	1997.16164383562	18-10
25.6	-0.0333333333333421	1997.16164383562	18-11
23.4	-0.0333333333333208	1997.16164383562	18-12
23.8	1.4833333333333	1997.16164383562	18-13
26.5	-0.0166666666666515	1997.16164383562	18-14
24.7	-1.15000000000001	1997.16164383562	18-15
24.7	-1.38333333333333	1997.16164383562	18-16
23.8	-0.166666666666675	1997.16164383562	18-17
23.4	-1.18333333333333	1997.16164383562	18-18
22.9	-0.766666666666662	1997.16164383562	18-19
24.3	1.86666666666665	1997.16164383562	18-2
21.9	-0.366666666666674	1997.16164383562	18-20
20.5	-0.0999999999999943	1997.16164383562	18-21
19.6	0.666666666666668	1997.16164383562	18-22
18.1	0.0833333333333322	1997.16164383562	18-23
19.1	0.666666666666657	1997.16164383562	18-24
16.7	-0.283333333333321	1997.16164383562	18-3
7.39999999999998	-1.06666666666666	1997.16164383562	18-4
17.1	-1.98333333333334	1997.16164383562	18-5
18.6	-1.35000000000001	1997.16164383562	18-6
18.6	-1.76666666666668	1997.16164383562	18-7
21.5	0.26666666666668	1997.16164383562	18-8
22.9	1.36666666666666	1997.16164383562	18-9
19.1	-1.81666666666667	1997.16164383562	19-1
21.5	-0.516666666666652	1997.16164383562	19-10
24.7	-0.633333333333315	1997.16164383562	19-11
29.2	-1.08333333333331	1997.16164383562	19-12
25.2	-0.449999999999989	1997.16164383562	19-13
23.4	-1.56666666666666	1997.16164383562	19-14
24.7	-1.23333333333333	1997.16164383562	19-15
24.3	-1.40000000000002	1997.16164383562	19-16
23.8	-1.21666666666668	1997.16164383562	19-17
23.4	-1.48333333333333	1997.16164383562	19-18
22.9	-0.766666666666662	1997.16164383562	19-19
11.6	-3.93333333333335	1997.16164383562	19-2
21.9	-0.350000000000005	1997.16164383562	19-20
20.5	-0.0999999999999943	1997.16164383562	19-21
18.6	-0.166666666666668	1997.16164383562	19-22
16.7	-0.683333333333319	1997.16164383562	19-23
19.1	0.666666666666657	1997.16164383562	19-24
9.09999999999997	-0.600000000000014	1997.16164383562	19-3
16.7	-1.98333333333332	1997.16164383562	19-4
17.6	-2.60000000000001	1997.16164383562	19-5
17.6	-2.11666666666667	1997.16164383562	19-6
19.1	-1.51666666666668	1997.16164383562	19-7
20.1	-1.53333333333335	1997.16164383562	19-8
20.5	-0.799999999999994	1997.16164383562	19-9
26.1	1.2	1997.16164383562	2-1
27	1.08333333333335	1997.16164383562	2-10
27.4	0.883333333333336	1997.16164383562	2-11
27.4	0.0499999999999936	1997.16164383562	2-12
27.9	0.399999999999995	1997.16164383562	2-13
27	-0.0499999999999723	1997.16164383562	2-14
27	0.916666666666675	1997.16164383562	2-15
26.1	0.933333333333337	1997.16164383562	2-16
24.3	0.48333333333332	1997.16164383562	2-17
22.4	-0.250000000000011	1997.16164383562	2-18
22.4	-0.0833333333333322	1997.16164383562	2-19
25.6	0.799999999999994	1997.16164383562	2-2
21.9	-0.5	1997.16164383562	2-20
24.3	1.64999999999998	1997.16164383562	2-21
22.9	1.81666666666665	1997.16164383562	2-22
21	2.23333333333336	1997.16164383562	2-23
11.6	1.34999999999999	1997.16164383562	2-24
24.7	0.0500000000000114	1997.16164383562	2-3
25.6	0.433333333333319	1997.16164383562	2-4
25.6	0.0499999999999936	1997.16164383562	2-5
25.6	-0.533333333333349	1997.16164383562	2-6
26.5	0.283333333333349	1997.16164383562	2-7
26.5	-0.166666666666657	1997.16164383562	2-8
26.1	0.183333333333319	1997.16164383562	2-9
13.2	-2.63333333333333	1997.16164383562	20-1
21	-1.26666666666665	1997.16164383562	20-10
23.8	-0.166666666666686	1997.16164383562	20-11
28.3	-0.533333333333342	1997.16164383562	20-12
29.7	-0.966666666666669	1997.16164383562	20-13
23.4	-1.85000000000001	1997.16164383562	20-14
24.3	-1.50000000000003	1997.16164383562	20-15
24.3	-1.33333333333336	1997.16164383562	20-16
23.8	-1.21666666666668	1997.16164383562	20-17
23.4	-1.23333333333333	1997.16164383562	20-18
22.9	-0.683333333333327	1997.16164383562	20-19
11.6	-3.93333333333335	1997.16164383562	20-2
21.9	-0.433333333333337	1997.16164383562	20-20
21	0.150000000000006	1997.16164383562	20-21
18.6	-0.166666666666668	1997.16164383562	20-22
16.7	-0.683333333333319	1997.16164383562	20-23
16.7	-0.616666666666657	1997.16164383562	20-24
13.7	-3.74999999999998	1997.16164383562	20-3
24.3	1.03333333333331	1997.16164383562	20-4
19.1	-1.66666666666668	1997.16164383562	20-5
17.6	-2.75000000000002	1997.16164383562	20-6
19.1	-1.66666666666669	1997.16164383562	20-7
20.5	-1.04999999999998	1997.16164383562	20-8
20.1	-2.53333333333334	1997.16164383562	20-9
21	-0.766666666666641	1997.16164383562	21-1
21	-1.63333333333331	1997.16164383562	21-10
19.1	-1.41666666666669	1997.16164383562	21-11
20.5	-2.66666666666665	1997.16164383562	21-12
27.4	-2.05	1997.16164383562	21-13
23.8	-1.65000000000002	1997.16164383562	21-14
24.3	-1.61666666666669	1997.16164383562	21-15
24.3	-1.33333333333336	1997.16164383562	21-16
23.8	-1.30000000000001	1997.16164383562	21-17
23.4	-1.16666666666666	1997.16164383562	21-18
22.4	-1.18333333333333	1997.16164383562	21-19
13.7	-3.66666666666665	1997.16164383562	21-2
21	-1.26666666666665	1997.16164383562	21-20
20.1	-0.200000000000017	1997.16164383562	21-21
18.6	-0.0833333333333322	1997.16164383562	21-22
16.2	-1.18333333333332	1997.16164383562	21-23
15.7	-1.09999999999998	1997.16164383562	21-24
21.9	-0.333333333333332	1997.16164383562	21-3
21.9	0.349999999999984	1997.16164383562	21-4
18.6	-1.93333333333335	1997.16164383562	21-5
18.1	-2.58333333333335	1997.16164383562	21-6
20.1	-1.11666666666667	1997.16164383562	21-7
20.5	-1.28333333333331	1997.16164383562	21-8
20.1	-2.33333333333334	1997.16164383562	21-9
27	0.183333333333355	1997.16164383562	22-1
21	-2.54999999999997	1997.16164383562	22-10
22.4	-2.61666666666666	1997.16164383562	22-11
20.1	-2.40000000000002	1997.16164383562	22-12
22.9	-2.34999999999999	1997.16164383562	22-13
24.3	-1.63333333333335	1997.16164383562	22-14
24.3	-1.91666666666669	1997.16164383562	22-15
24.3	-1.70000000000002	1997.16164383562	22-16
23.8	-1.21666666666668	1997.16164383562	22-17
23.4	-1.16666666666667	1997.16164383562	22-18
22.4	-1.18333333333333	1997.16164383562	22-19
23.8	-0.316666666666691	1997.16164383562	22-2
21	-1.46666666666665	1997.16164383562	22-20
19.6	-0.616666666666685	1997.16164383562	22-21
18.1	-0.5	1997.16164383562	22-22
16.2	-1.01666666666665	1997.16164383562	22-23
15.7	-1.03333333333332	1997.16164383562	22-24
23.4	0.600000000000005	1997.16164383562	22-3
19.1	-0.900000000000006	1997.16164383562	22-4
16.7	-2.94999999999999	1997.16164383562	22-5
18.6	-2.23333333333335	1997.16164383562	22-6
22.9	1.26666666666666	1997.16164383562	22-7
20.5	-1.28333333333332	1997.16164383562	22-8
20.1	-2.16666666666668	1997.16164383562	22-9
27	0.700000000000017	1997.16164383562	23-1
19.1	-2.06666666666669	1997.16164383562	23-10
22.9	-1.28333333333333	1997.16164383562	23-11
18.6	-3.08333333333334	1997.16164383562	23-12
22.4	-2.31666666666666	1997.16164383562	23-13
24.3	-1.63333333333335	1997.16164383562	23-14
23.8	-2.05000000000002	1997.16164383562	23-15
23.8	-1.90000000000002	1997.16164383562	23-16
23.4	-1.7	1997.16164383562	23-17
22.9	-1.75	1997.16164383562	23-18
22.4	-1.48333333333333	1997.16164383562	23-19
24.3	-0.200000000000017	1997.16164383562	23-2
21	-1.46666666666665	1997.16164383562	23-20
19.6	-1.26666666666668	1997.16164383562	23-21
18.1	-0.5	1997.16164383562	23-22
16.2	-1.09999999999998	1997.16164383562	23-23
15.2	-0.899999999999995	1997.16164383562	23-24
24.7	0.816666666666681	1997.16164383562	23-3
20.1	-0.666666666666686	1997.16164383562	23-4
16.7	-2.94999999999999	1997.16164383562	23-5
18.6	-2.15000000000002	1997.16164383562	23-6
19.6	-0.916666666666686	1997.16164383562	23-7
20.1	-1.53333333333335	1997.16164383562	23-8
19.6	-1.78333333333335	1997.16164383562	23-9
25.6	0.949999999999989	1997.16164383562	24-1
18.6	-1.38333333333334	1997.16164383562	24-10
17.6	-2.45000000000001	1997.16164383562	24-11
